,X,lon,lat,epiraindiff,epirhdiff,epitdiff,finfmh,finfmf,finfmd,V12
3834,5480,-85.23907471,44.44644547,3.88146,-3.26071,1.35279,0.578408,0.4201006,-0.1583074,0.004948454
3835,5481,-85.19696045,44.55408859,2.45641,-3.38224,1.38835,0.5736173,0.4246444,-0.1489729,0.027382416
3836,5482,-85.1546936,44.66172409,3.84993,-3.13796,1.36039,0.5770188,0.4383152,-0.1387036,0.014103867
3837,5483,-85.11227417,44.76934052,6.51532,-3.0114,1.30381,0.5930302,0.4471437,-0.1458865,0.009215728
3839,5485,-85.02697754,44.98453522,12.84677,-2.71699,1.28393,0.590215,0.4526899,-0.1375251,0.021991065
3840,5486,-84.98406982,45.09210968,11.47367,-2.73427,1.19642,0.5677806,0.4461385,-0.1216421,0.023731115
3841,5487,-84.940979,45.19967651,14.7816,-2.56394,1.27026,0.556866,0.4354969,-0.1213691,0.042047097
3842,5488,-84.89776611,45.30722046,11.65564,-2.76096,1.24576,0.5315677,0.429271,-0.1022967,0.038782044
3843,5489,-84.85437012,45.41475296,8.6007,-2.67971,1.27548,0.5409412,0.4267749,-0.1141663,0.029975538
3844,5490,-84.81079102,45.52227783,6.67465,-2.46393,1.22214,0.5355608,0.4296618,-0.105899,0.012366217
3845,5491,-84.76708984,45.62978363,5.25885,-2.19451,1.19982,0.567466,0.4535915,-0.1138745,0.00241681
3915,5612,-85.82446289,42.47832108,1.56249,-3.50053,0.57107,0.5099216,0.3355048,-0.1744168,0.026566683
3917,5614,-85.74505615,42.69375229,2.3017,-3.53338,0.62534,0.5108905,0.3370786,-0.1738119,0.045213471
3923,5620,-85.50335693,43.33995438,4.25926,-3.60703,1.20039,0.4732344,0.3270864,-0.146148,0.006141331
3924,5621,-85.46252441,43.44763184,3.88096,-3.56703,1.26125,0.4734227,0.333959,-0.1394637,0.019288775
3925,5622,-85.42156982,43.55530548,4.55177,-3.69217,1.3008,0.4900908,0.3278151,-0.1622757,0.005696667
3926,5623,-85.38046265,43.66296768,4.4377,-3.43578,1.37768,0.4984088,0.3363163,-0.1620925,0.005855691
3927,5624,-85.33920288,43.77061844,2.56001,-3.55838,1.28382,0.5266503,0.3639695,-0.1626808,0.005215316
3928,5625,-85.29779053,43.87826538,1.07538,-3.55377,1.32097,0.5316431,0.3583989,-0.1732442,0.005376727
3929,5626,-85.25622559,43.98590088,-0.20852,-3.54117,1.26319,0.5516407,0.3958205,-0.1558202,0.005363831
3930,5627,-85.21447754,44.09352112,0.4983,-3.29188,1.31887,0.5649173,0.4256721,-0.1392452,0.005253052
3931,5628,-85.17260742,44.20114517,0.87793,-3.30483,1.30275,0.566823,0.4223792,-0.1444438,0.006868037
3932,5629,-85.1305542,44.30875397,-0.4725,-3.33095,1.36507,0.5686333,0.4237541,-0.1448792,0.006187142
3933,5630,-85.08834839,44.41635132,1.74577,-3.21433,1.38779,0.5761576,0.4177093,-0.1584483,0.013419078
3934,5631,-85.04598999,44.5239296,1.76972,-3.2034,1.38478,0.5805818,0.4227015,-0.1578803,0.003921015
3935,5632,-85.003479,44.63150406,2.2069,-3.08984,1.36147,0.5812107,0.4355031,-0.1457076,0.008759563
3936,5633,-84.96078491,44.73905945,6.06829,-2.75719,1.40804,0.6065971,0.4511563,-0.1554408,0.023822265
3937,5634,-84.91793823,44.84661484,7.92243,-2.42289,1.37801,0.6341133,0.5001269,-0.1339864,0.004175992
3938,5635,-84.87493896,44.95414352,9.59382,-2.29354,1.35731,0.6345663,0.5099905,-0.1245758,0.010845949
3939,5636,-84.83178711,45.06166077,12.33599,-2.28021,1.3846,0.6214333,0.5063383,-0.115095,0.006591049
3940,5637,-84.78845215,45.16917419,12.81305,-2.42074,1.31613,0.583101,0.4623485,-0.1207525,0.002515441
3941,5638,-84.74493408,45.2766571,7.45428,-2.66582,1.23931,0.5256649,0.4245224,-0.1011425,0.010208566
3943,5640,-84.65744019,45.49158859,3.85981,-2.77047,1.26956,0.4952628,0.3973137,-0.0979491,0.00485416
3944,5641,-84.61343384,45.59903336,4.0221,-2.64927,1.26031,0.5205186,0.3984306,-0.122088,0.020894923
4022,5770,-85.35534668,43.31023026,0.36349,-3.63067,1.22575,0.4665528,0.321391,-0.1451618,0.044133071
4023,5771,-85.31430054,43.41784668,0.75816,-3.59966,1.2334,0.4731273,0.335139,-0.1379883,0.006130502
4024,5772,-85.27307129,43.52547455,1.90854,-3.52191,1.26663,0.4856683,0.3381325,-0.1475358,0.032066617
4025,5773,-85.23171997,43.63306808,3.60213,-3.62827,1.30537,0.494541,0.3389225,-0.1556185,0.007110525
4026,5774,-85.19018555,43.74066544,1.78983,-3.36266,1.25793,0.5180011,0.3623065,-0.1556946,0.012902747
4027,5775,-85.14852905,43.84825516,3.9047,-3.67519,1.28896,0.5232138,0.3619106,-0.1613032,0.007514529
4028,5776,-85.10668945,43.95583725,3.16529,-3.64245,1.322,0.5269436,0.3783776,-0.148566,0.008245934
4029,5777,-85.06469727,44.06340408,-0.17622,-3.79454,1.25397,0.5369119,0.3814657,-0.1554462,0.009067287
4030,5778,-85.02258301,44.1709671,-1.2379,-3.65113,1.30558,0.5456926,0.3914798,-0.1542128,0.001496532
4031,5779,-84.98025513,44.27851105,-1.26688,-3.71805,1.29261,0.5476262,0.4042054,-0.1434208,0.006548703
4033,5781,-84.89517212,44.49356842,3.04484,-3.22222,1.39522,0.5719344,0.4248002,-0.1471342,0.005875683
4034,5782,-84.85238647,44.60108566,3.3865,-3.07631,1.4187,0.5757489,0.4310608,-0.1446881,0.015676492
4035,5783,-84.80944824,44.70858383,5.97867,-2.83419,1.41104,0.5749083,0.4468645,-0.1280438,0.006446555
4036,5784,-84.76635742,44.81607819,6.72315,-2.42183,1.41979,0.5975359,0.4746865,-0.1228494,0.003494153
4037,5785,-84.7230835,44.92354584,9.0527,-2.29093,1.39801,0.6176929,0.4975834,-0.1201095,0.000688267
4038,5786,-84.67962646,45.03100967,9.54282,-2.20399,1.37397,0.5965633,0.4867309,-0.1098324,0.004691396
4039,5787,-84.63604736,45.13845444,8.92736,-2.22955,1.29926,0.5685658,0.4695514,-0.0990144,0.037692823
4040,5788,-84.59228516,45.24589157,3.78943,-2.74385,1.24593,0.5308068,0.4357195,-0.0950873,0.003850104
4041,5789,-84.54833984,45.35329819,3.2208,-2.86679,1.27347,0.5022665,0.4009125,-0.101354,0.043348591
4042,5790,-84.50424194,45.46070099,5.86933,-2.82721,1.28278,0.4952172,0.384608,-0.1106092,0.00824555
4043,5791,-84.45996094,45.56808472,2.8539,-2.54864,1.24923,0.5239765,0.4038221,-0.1201544,0.005597034
4113,5913,-85.49249268,42.52718735,-4.26115,-3.50196,0.66686,0.4894373,0.3297221,-0.1597152,0.042684008
4114,5914,-85.45223999,42.63479614,-3.68266,-3.75161,0.67691,0.4719254,0.3231533,-0.1487721,0.023269479
4115,5915,-85.41183472,42.74239349,-5.80887,-3.63286,0.77678,0.5033721,0.3427143,-0.1606578,0.035131557
4117,5917,-85.33056641,42.95757294,-2.73588,-3.63836,0.97072,0.4553657,0.311392,-0.1439737,0.030145306
4120,5920,-85.20751953,43.28031158,-1.05953,-3.76717,1.18729,0.4490386,0.3059887,-0.1430499,0.02964153
4121,5921,-85.16619873,43.38786316,0.67583,-3.76035,1.19786,0.4574529,0.3187089,-0.138744,0.020804213
4122,5922,-85.12475586,43.49543381,1.80187,-3.58701,1.20239,0.4790152,0.3304891,-0.1485261,0.004582692
4123,5923,-85.08312988,43.60297012,2.96618,-3.5829,1.26635,0.4833995,0.33804,-0.1453595,0.008428637
4124,5924,-85.04135132,43.71051025,3.19407,-3.33255,1.33814,0.4942109,0.3386852,-0.1555257,0.006182301
4125,5925,-84.99942017,43.81804657,5.65246,-3.32461,1.33897,0.499777,0.3479467,-0.1518303,0.001212095
4126,5926,-84.95733643,43.92556381,3.71717,-3.67115,1.29175,0.5292827,0.3593162,-0.1699665,0.004597243
4127,5927,-84.9151001,44.03307343,0.92674,-3.94351,1.2774,0.5213074,0.3717804,-0.149527,0.009775299
4128,5928,-84.87268066,44.14057922,0.98799,-3.85174,1.30273,0.5447344,0.3817259,-0.1630085,0.007357935
4129,5929,-84.83013916,44.24806213,0.13315,-3.74383,1.32369,0.5406022,0.3960946,-0.1445076,0.003637343
4130,5930,-84.78741455,44.35554123,2.14081,-3.48246,1.33637,0.5552267,0.4107731,-0.1444536,0.019870059
4131,5931,-84.74453735,44.4630127,2.84734,-3.36191,1.38669,0.5606511,0.4107566,-0.1498945,0.004228725
4132,5932,-84.70147705,44.5704689,3.05074,-3.07974,1.42024,0.5715248,0.4165013,-0.1550235,0.00198532
4133,5933,-84.65826416,44.67790222,5.0521,-2.94833,1.36755,0.5696587,0.4302264,-0.1394323,0.00445655
4134,5934,-84.6149292,44.78534317,4.97644,-2.65159,1.38783,0.5731113,0.4381343,-0.134977,0.008585738
4135,5935,-84.57138062,44.8927536,6.37591,-2.44172,1.41757,0.5904792,0.4607452,-0.129734,0.006051586
4136,5936,-84.52767944,45.00015259,6.85647,-2.37624,1.37747,0.5659933,0.4717734,-0.0942199,0.005327459
4137,5937,-84.48382568,45.10754776,7.09778,-2.53105,1.29199,0.5483871,0.4389963,-0.1093908,0.009002524
4138,5938,-84.43978882,45.2149086,3.77032,-2.90848,1.25675,0.528526,0.417651,-0.110875,0.008492791
4139,5939,-84.39556885,45.32226563,4.78003,-2.83422,1.29097,0.5163344,0.4050816,-0.1112528,0.015875818
4140,5940,-84.35119629,45.42961502,4.44433,-2.83845,1.28528,0.4854275,0.3835561,-0.1018714,0.008011861
4141,5941,-84.30667114,45.53693008,2.22482,-2.89482,1.27446,0.4985732,0.3768114,-0.1217618,0.009274603
4210,6064,-85.30606079,42.60501099,-3.39196,-3.49637,0.72997,0.4960702,0.3422599,-0.1538103,0.036106462
4212,6066,-85.22460938,42.82009125,-6.87125,-3.62728,0.84658,0.4890493,0.3361012,-0.1529481,0.039105219
4217,6071,-85.01828003,43.3576889,0.20035,-3.72131,1.18421,0.455241,0.3156218,-0.1396192,0.008711715
4218,6072,-84.9765625,43.46518326,1.66979,-3.60277,1.25375,0.4563861,0.321251,-0.1351351,0.00270012
4219,6073,-84.93469238,43.5726738,2.43493,-3.40002,1.23579,0.4709239,0.3310116,-0.1399123,0.00286322
4220,6074,-84.89266968,43.68016434,4.13377,-3.55131,1.21612,0.4747446,0.3298411,-0.1449035,0.030405973
4221,6075,-84.85046387,43.78763199,3.10267,-3.22146,1.29997,0.490175,0.3399096,-0.1502654,0.030739491
4222,6076,-84.80813599,43.89509964,3.97817,-3.45137,1.33549,0.4812156,0.3354813,-0.1457343,0.003479026
4223,6077,-84.765625,44.0025444,1.52969,-3.90431,1.29094,0.5191837,0.3539017,-0.165282,0.003821239
4224,6078,-84.72296143,44.10998917,-0.63821,-4.03144,1.32895,0.5205316,0.3653574,-0.1551742,0.005629951
4225,6079,-84.68017578,44.21741486,0.32538,-3.75955,1.30786,0.5448097,0.396384,-0.1484257,0.003873998
4226,6080,-84.63717651,44.32483673,0.93397,-3.3761,1.35313,0.5555741,0.4117014,-0.1438727,0.0044544
4227,6081,-84.59405518,44.43225098,2.7714,-3.41698,1.35044,0.5449722,0.400481,-0.1444912,0.008842813
4228,6082,-84.55072021,44.53964615,4.22803,-3.16112,1.35232,0.5465641,0.413563,-0.1330011,0.008527727
4229,6083,-84.50726318,44.64702606,5.20929,-2.98073,1.38456,0.5457398,0.4074049,-0.1383349,0.00501139
4230,6084,-84.46362305,44.75439835,5.79187,-2.71471,1.39214,0.5605971,0.4230021,-0.137595,0.018741241
4231,6085,-84.41986084,44.86175537,6.32205,-2.50034,1.38322,0.576209,0.4471595,-0.1290495,0.019423927
4232,6086,-84.37588501,44.96909714,6.45945,-2.35477,1.40013,0.5913261,0.4676577,-0.1236684,0.004751526
4233,6087,-84.33175659,45.07641602,2.67943,-2.70906,1.28327,0.5418808,0.4382426,-0.1036382,0.005646023
4234,6088,-84.28747559,45.18373108,3.26928,-2.95132,1.27768,0.5288616,0.4170666,-0.111795,0.009007965
4235,6089,-84.24298096,45.29102707,4.74352,-2.72291,1.22978,0.5101219,0.4043644,-0.1057575,0.005879518
4236,6090,-84.19836426,45.3983078,5.29557,-2.55777,1.24112,0.5045946,0.3937387,-0.1108559,0.005268569
4237,6091,-84.15356445,45.50557709,4.08329,-2.9556,1.27304,0.4813671,0.368354,-0.1130131,0.011064046
4310,6218,-84.9954834,43.00494766,-4.98868,-3.50908,0.97443,0.4612331,0.3117514,-0.1494817,0.032579617
4311,6219,-84.95397949,43.11241531,-3.7621,-3.45513,1.08857,0.456721,0.3116247,-0.1450963,0.030569848
4313,6221,-84.87051392,43.32731247,1.07474,-3.61259,1.12726,0.4332189,0.298228,-0.1349909,0.034465733
4314,6222,-84.82855225,43.43475342,2.19625,-3.65942,1.19075,0.4341864,0.2983441,-0.1358423,0.021780986
4315,6223,-84.78640747,43.54219055,1.77395,-3.57637,1.20711,0.4515089,0.3135173,-0.1379916,0.004278448
4316,6224,-84.74414063,43.64961243,4.62632,-3.65395,1.25416,0.4533774,0.3115602,-0.1418172,0.001993597
4317,6225,-84.70169067,43.75702286,4.30748,-3.56602,1.2594,0.4676726,0.3219689,-0.1457037,0.018702884
4318,6226,-84.65911865,43.86442947,4.62625,-3.73902,1.27407,0.470261,0.3244099,-0.1458511,0.00607548
4319,6227,-84.61633301,43.97182083,2.94532,-3.58607,1.3026,0.4935012,0.3475316,-0.1459696,0.026417194
4320,6228,-84.57342529,44.07920456,0.70229,-3.9238,1.33622,0.4950796,0.3433997,-0.1516799,0.008700791
4321,6229,-84.53033447,44.18656921,-1.91266,-3.90329,1.24735,0.5310304,0.378458,-0.1525724,0.008384124
4322,6230,-84.48712158,44.29393768,-0.4888,-3.49976,1.33954,0.5628109,0.4044542,-0.1583567,0.004041486
4323,6231,-84.44372559,44.40128708,1.44019,-3.27842,1.39488,0.5535912,0.4128685,-0.1407227,0.022269119
4324,6232,-84.40014648,44.50862885,5.73254,-3.12981,1.38635,0.544572,0.4172486,-0.1273234,0.006925751
4325,6233,-84.35644531,44.61594772,6.84355,-3.02751,1.36063,0.5451379,0.4069771,-0.1381608,0.003021804
4326,6234,-84.31253052,44.72325134,7.45222,-2.75731,1.37544,0.5565452,0.4132489,-0.1432963,0.01038222
4327,6235,-84.26849365,44.83054352,6.79989,-2.66308,1.34221,0.5625035,0.4341941,-0.1283094,0.015344736
4328,6236,-84.22424316,44.93782806,7.30151,-2.53447,1.3188,0.5582403,0.4312663,-0.126974,0.003398301
4329,6237,-84.17987061,45.04510117,2.43194,-2.98131,1.28081,0.5419425,0.4187357,-0.1232068,0.010946036
4330,6238,-84.13531494,45.15234375,3.5619,-2.92527,1.26569,0.5318787,0.4164034,-0.1154753,0.004433941
4331,6239,-84.09057617,45.25958252,5.40746,-2.88502,1.24039,0.5148556,0.4110006,-0.103855,0.005113756
4332,6240,-84.0456543,45.36680603,4.75737,-2.78081,1.26304,0.5073771,0.394442,-0.1129351,0.002335144
4333,6241,-84.00061035,45.47401047,2.58906,-3.05041,1.24665,0.5025326,0.3797052,-0.1228274,0.005593811
4404,6366,-84.93167114,42.75973511,-4.2153,-3.71512,0.75053,0.4742221,0.3326516,-0.1415705,0.049226683
4405,6367,-84.89022827,42.86714172,-3.54423,-3.72815,0.72026,0.4606391,0.3190109,-0.1416282,0.018680664
4409,6371,-84.72290039,43.29674149,1.6198,-3.62833,1.09596,0.4059274,0.2853992,-0.1205282,0.010926778
4411,6373,-84.63830566,43.51149368,3.27119,-3.65666,1.17685,0.4362841,0.3007434,-0.1355407,0.019636694
4412,6374,-84.59576416,43.61886215,5.25027,-4.02356,1.24726,0.4237347,0.2850142,-0.1387205,0.006009363
4413,6375,-84.55307007,43.72621536,5.26841,-4.21775,1.27734,0.4350197,0.2866692,-0.1483505,0.005801219
4414,6376,-84.51022339,43.83355713,4.84754,-4.01489,1.29193,0.4293647,0.2883458,-0.1410189,0.007463117
4415,6377,-84.46722412,43.94089508,2.34939,-4.11575,1.32106,0.4368082,0.2930067,-0.1438015,0.002876339
4416,6378,-84.42404175,44.04822159,1.92939,-3.74411,1.31595,0.4806173,0.3465841,-0.1340332,0.001538778
4417,6379,-84.38070679,44.15552521,-1.66363,-3.69241,1.305,0.4784334,0.3382931,-0.1401403,0.005824195
4418,6380,-84.33721924,44.26282883,-1.08395,-3.79854,1.23099,0.5335257,0.3836427,-0.149883,0.00511342
4419,6381,-84.29354858,44.370121,3.40085,-3.13526,1.3524,0.5572525,0.4062823,-0.1509702,0.002852192
4420,6382,-84.24972534,44.4773941,5.52914,-2.9786,1.35763,0.5608554,0.430263,-0.1305924,0.006679845
4421,6383,-84.20574951,44.58465576,5.17444,-2.94856,1.35866,0.5408726,0.4150767,-0.1257959,0.007348632
4422,6384,-84.16159058,44.69190979,6.07273,-2.99603,1.33396,0.5515295,0.4150631,-0.1364664,0.004047726
4423,6385,-84.11727905,44.79914093,6.53001,-2.97442,1.33143,0.5560326,0.4195802,-0.1364524,0.006192722
4424,6386,-84.07278442,44.90636444,3.60061,-3.21776,1.25141,0.5278352,0.4057377,-0.1220975,0.007970226
4425,6387,-84.02813721,45.01356888,0.95085,-3.07889,1.26637,0.5084889,0.393295,-0.1151939,0.004131448
4426,6388,-83.98330688,45.12076187,3.22827,-3.05004,1.23848,0.5078404,0.4003547,-0.1074857,0.004305605
4427,6389,-83.93832397,45.22793961,3.88045,-2.90449,1.22663,0.5158866,0.4035331,-0.1123535,0.015063041
4428,6390,-83.89315796,45.33510208,1.15325,-3.15823,1.25687,0.5202818,0.3988137,-0.1214681,0.002563406
4429,6391,-83.84780884,45.44223785,7.86471,-1.91139,1.20402,0.6140549,0.4378076,-0.1762473,0.032160431
4502,6517,-84.7437439,42.83660889,-4.31025,-3.66946,0.70831,0.4598575,0.3213159,-0.1385416,0.029707879
4506,6521,-84.57543945,43.26597595,-1.81422,-3.36596,1.02808,0.4118914,0.2955702,-0.1163212,0.005427865
4507,6522,-84.53295898,43.37329102,1.27426,-3.45236,1.10946,0.4218879,0.2960893,-0.1257986,0.0439646
4508,6523,-84.49032593,43.48060608,4.30851,-4.14805,1.13967,0.4062336,0.2766984,-0.1295352,0.004676478
4509,6524,-84.44754028,43.58791733,6.15579,-4.13395,1.15616,0.4152326,0.2798221,-0.1354105,0.004888957
4510,6525,-84.40460205,43.69520569,4.70953,-4.30385,1.23057,0.4281661,0.2807571,-0.147409,0.003134986
4511,6526,-84.36151123,43.80249023,2.96545,-4.23181,1.32698,0.4312708,0.2792837,-0.1519871,0.007683617
4512,6527,-84.3182373,43.90976715,0.82853,-4.40491,1.2942,0.4479206,0.2942736,-0.153647,0.009313804
4513,6528,-84.27481079,44.01703644,0.75959,-4.25575,1.29756,0.4555941,0.3070168,-0.1485773,0.005847031
4514,6529,-84.23123169,44.12428284,0.71931,-3.70764,1.36138,0.4869578,0.3278143,-0.1591435,0.007034122
4515,6530,-84.18746948,44.23152161,-0.698,-3.8145,1.29697,0.509081,0.3484596,-0.1606214,0.009953559
4516,6531,-84.14355469,44.33874512,0.03297,-3.62917,1.22249,0.5347778,0.3887562,-0.1460216,0.013040842
4517,6532,-84.0994873,44.44596863,4.90975,-2.97494,1.26287,0.5518433,0.4015716,-0.1502717,0.009593282
4518,6533,-84.05523682,44.55316544,2.59108,-3.02386,1.36014,0.5614782,0.4095949,-0.1518833,0.008664392
4519,6534,-84.01083374,44.66035843,3.10148,-3.32233,1.24561,0.5625673,0.4081971,-0.1543702,0.016397911
4520,6535,-83.96624756,44.76753235,1.73656,-3.42307,1.25124,0.536775,0.404424,-0.132351,0.008495808
4521,6536,-83.92150879,44.87469864,-0.69857,-3.66753,1.24721,0.5212906,0.3890212,-0.1322694,0.008981213
4522,6537,-83.87658691,44.98184204,-0.60087,-3.40317,1.25522,0.4983162,0.3884595,-0.1098567,0.007758534
4523,6538,-83.83151245,45.08897018,1.72037,-3.14872,1.22353,0.4976094,0.3826052,-0.1150042,0.006028857
4524,6539,-83.78625488,45.19608688,1.73741,-2.9355,1.23082,0.5154667,0.4027942,-0.1126725,0.010968872
4525,6540,-83.74081421,45.30318832,2.8716,-2.91009,1.2599,0.5177872,0.4016707,-0.1161165,0.006427896
4526,6541,-83.69522095,45.41027069,11.62044,-1.66659,1.1816,0.6048086,0.4526041,-0.1522045,0.019989161
4599,6670,-84.47067261,43.12773514,-2.04058,-3.45688,0.77622,0.4248248,0.303989,-0.1208358,0.039112104
4600,6671,-84.42810059,43.2349968,1.49326,-3.45541,0.82322,0.4164279,0.2952889,-0.121139,0.008772721
4601,6672,-84.38537598,43.3422699,2.53426,-3.82251,0.9677,0.4008132,0.2784785,-0.1223347,0.006925214
4602,6673,-84.3425293,43.44952011,1.68179,-3.68701,1.11256,0.4198231,0.2892449,-0.1305782,0.038130749
4603,6674,-84.29949951,43.55676651,3.59688,-4.27386,1.13068,0.412976,0.2845041,-0.1284719,0.007792374
4604,6675,-84.25628662,43.66399765,1.69059,-4.55728,1.22555,0.4334564,0.2884384,-0.145018,0.003312407
4605,6676,-84.21295166,43.77122498,1.41011,-4.01648,1.22432,0.4737086,0.2947592,-0.1789494,0.00212802
4606,6677,-84.16943359,43.87843704,0.53879,-4.38567,1.32194,0.4510771,0.2930133,-0.1580638,0.005243168
4607,6678,-84.12573242,43.98564148,-1.28468,-4.34691,1.30468,0.4747392,0.3169216,-0.1578176,0.003343248
4608,6679,-84.08190918,44.09283447,0.34385,-3.92861,1.33674,0.4810133,0.3268081,-0.1542052,0.010749
4609,6680,-84.03790283,44.20001602,-0.59851,-3.6875,1.29711,0.4955554,0.3418785,-0.1536769,0.005839419
4610,6681,-83.99371338,44.30718613,-0.31339,-3.3293,1.30826,0.4964913,0.3474622,-0.1490291,0.009403858
4611,6682,-83.94940186,44.41434097,0.53532,-3.51281,1.28722,0.517068,0.3515637,-0.1655043,0.001795486
4612,6683,-83.90490723,44.52147675,-0.79646,-3.5972,1.24538,0.5466121,0.387759,-0.1588531,0.005089082
4613,6684,-83.86022949,44.6286087,-1.18218,-3.63863,1.25572,0.5565444,0.3952046,-0.1613398,0.008203387
4614,6685,-83.81536865,44.73573303,-0.62165,-3.67005,1.25245,0.5458558,0.3899539,-0.1559019,0.000431039
4615,6686,-83.77038574,44.84282303,-0.63226,-3.89482,1.25251,0.5222427,0.3807078,-0.1415349,0.003857874
4616,6687,-83.72521973,44.94991302,-1.53775,-3.33934,1.31148,0.4962772,0.3782198,-0.1180574,0.027602707
4617,6688,-83.67987061,45.05698395,1.69266,-3.17244,1.28857,0.4980434,0.3783727,-0.1196707,0.024070089
4618,6689,-83.63433838,45.1640358,3.95616,-2.99029,1.26277,0.5050397,0.373597,-0.1314427,0.006814465
4619,6690,-83.58865356,45.2710762,5.67445,-2.75003,1.22128,0.4999129,0.3794587,-0.1204542,0.009494055
4688,6815,-84.53546143,42.56047058,-3.6002,-3.60916,0.62563,0.5098076,0.3424796,-0.167328,0.049356663
4694,6821,-84.28094482,43.20383835,0.24321,-3.67569,0.7668,0.4127474,0.2817251,-0.1310223,0.007514508
4695,6822,-84.23797607,43.31105042,-0.63224,-3.82713,0.81624,0.4035289,0.276732,-0.1267969,0.005361826
4696,6823,-84.19488525,43.41823959,0.18333,-4.10281,0.97763,0.4067529,0.2725977,-0.1341552,0.003988285
4697,6824,-84.15158081,43.52542114,0.15179,-3.96561,1.05724,0.4361947,0.2922667,-0.143928,0.021586707
4698,6825,-84.1081543,43.63259888,0.26191,-3.99271,1.13534,0.4685028,0.3053399,-0.1631629,0.00938596
4699,6826,-84.06451416,43.73975754,0.21236,-4.17278,1.1711,0.4982447,0.3107088,-0.1875359,0.02710896
4700,6827,-84.02075195,43.8469162,-1.58999,-4.03362,1.21136,0.4743713,0.3012514,-0.1731199,0.012323631
4701,6828,-83.97683716,43.9540596,-0.11987,-4.25332,1.31151,0.4681992,0.3002101,-0.1679891,0.00845783
4702,6829,-83.93273926,44.06119156,-0.5522,-4.09406,1.30707,0.4823046,0.3206943,-0.1616103,0.004763692
4703,6830,-83.88848877,44.16830444,-1.1364,-3.33949,1.20143,0.5246729,0.3515854,-0.1730875,0.006973441
4704,6831,-83.84405518,44.27541733,-0.83161,-3.53995,1.27955,0.5073266,0.3426787,-0.1646479,0.013240452
4705,6832,-83.79946899,44.38251495,0.29629,-3.68418,1.2609,0.5148025,0.34726,-0.1675425,0.016717358
4706,6833,-83.75469971,44.48959351,0.21227,-3.80884,1.32637,0.5349426,0.3528053,-0.1821373,0.007595438
4707,6834,-83.70977783,44.59666061,-2.29381,-3.83097,1.29913,0.5427468,0.3703352,-0.1724116,0.010285796
4708,6835,-83.66467285,44.70371628,-1.80112,-3.95525,1.25415,0.554918,0.3841752,-0.1707428,0.005840481
